Alpha,Gamma,Area,Perimeter,Ratio,Compactness,Radius,Steps,GrowthRate,Class,Video,Temperature,Supersaturation,OriginalPerimeter,CompactnessNormalized,BranchingFactor
0.1,0.0037,237505,2979,0.6810521104262369,37.36528073077466,333.17412864746865,23503,10.105305705654596,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.4,0.185,237505,0.3363114198137143,1.4230473931724152
0.1,0.0028,212861,3033,0.6103847635941947,43.21641352787398,333.17412864746865,27368,7.777733118971061,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.4,0.1399999999999999,212861,0.2907777297668081,1.4488428141966887
0.1,0.0019,213409,3885,0.6119561686446718,70.72440712401668,333.17412864746865,33298,6.409063607423869,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.4,0.095,213409,0.17768081946963615,1.855837234801891
0.1,0.001,205131,5801,0.5882187762945807,164.04931970221932,333.17412864746865,42544,4.821619969913502,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.4,0.05,205131,0.07660117479979733,2.7710969881816654
0.1,0.0001,70561,8276,0.20233560541372056,970.6803474869876,333.17412864746865,61629,1.1449317691346603,Dendrite (Star),snowflake_Alpha2.50_Gamma0.0100.mp4,-10.4,0.005,70561,0.012945941108949212,3.953387118460862
0.03,0.01,247441,1829,0.7095438633122607,13.519348046550412,333.17412864746865,15490,15.974241446094254,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.5,247441,0.9295101044100317,0.8737004639517783
0.03,0.0091,244655,1833,0.7015549317965137,13.73317120020546,333.17412864746865,16682,14.665807457139431,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.455,244655,0.9150377892409923,0.8756112358795023
0.03,0.0082,240899,1841,0.6907844986403235,14.069302902817906,333.17412864746865,18171,13.257333113202357,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.41,240899,0.8931764921904136,0.8794327797349502
0.03,0.0073,256367,1987,0.7351394134592665,15.400457157062334,333.17412864746865,19959,12.844681597274413,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.365,256367,0.8159738692266219,0.9491759550968745
0.03,0.0064,254117,1931,0.7286874766644241,14.673402409068762,333.17412864746865,22341,11.374468466048969,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.32,254117,0.8564046881546589,0.9224251481087391
0.03,0.0055,256197,1995,0.7346519337903228,15.535017974388712,333.17412864746865,25316,10.119963659345869,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.2749999999999999,256197,0.8089060878477317,0.9529974989523224
0.03,0.0046,255809,2071,0.7335393331341455,16.76657584363034,333.17412864746865,29187,8.764484188165964,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.2299999999999999,255809,0.7494893848037022,0.9893021655790776
0.03,0.0037,250877,2107,0.7193966876798511,17.695719416217127,333.17412864746865,34540,7.263375796178344,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.185,250877,0.7101361814535714,1.0064991129285932
0.03,0.0028,247865,2327,0.7107596949571555,21.846283258943995,333.17412864746865,42279,5.862603183613614,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.1399999999999999,247865,0.5752177826020546,1.1115915689534106
0.03,0.0019,241367,2501,0.6921265014936507,25.914897231079994,333.17412864746865,55653,4.33699890392252,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.095,241367,0.48490914327200674,1.1947101478094027
0.03,0.001,227297,2937,0.6517803900699033,37.95021051734977,333.17412864746865,82694,2.748651655501004,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.05,227297,0.3311278236139807,1.4029842879313137
0.03,0.0001,94017,4559,0.269596329618086,221.0715189782585,333.17412864746865,182479,0.5152209295316174,Dendrite (Star),snowflake_Alpha2.50_Gamma0.0100.mp4,-10.12,0.005,94017,0.056843010227205074,2.1778023046233774
0.01,0.01,259597,1801,0.7444015271691957,12.4947553322554,333.17412864746865,16984,15.28479745642958,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.5,259597,1.0,0.8603250604577106
0.01,0.0091,258097,1805,0.7401002359726341,12.623257922360107,333.17412864746865,18474,13.970823860560788,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.455,258097,0.995493452767632,0.8622358323854346
0.01,0.0082,255167,1809,0.7316983805020172,12.824859797650852,333.17412864746865,20262,12.593376764386536,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.41,255167,0.9798446776476952,0.8641466043131585
0.01,0.0073,254713,1813,0.7303965230331912,12.904598508859365,333.17412864746865,22645,11.248090086111723,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.365,254713,0.9737901264947416,0.8660573762408824
0.01,0.0064,254581,1813,0.7300180094078937,12.911289530589826,333.17412864746865,25624,9.935256009990631,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.32,254581,0.9732854789239568,0.8660573762408824
0.01,0.0055,252475,1817,0.7239789965679213,13.07649866318219,333.17412864746865,29496,8.559635204773528,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.2749999999999999,252475,0.9609889419166234,0.8679681481686065
0.01,0.0046,250267,1823,0.7176474959265827,13.279133884957748,333.17412864746865,34560,7.241521990740741,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.2299999999999999,250267,0.9463245662836514,0.8708343060601923
0.01,0.0037,246257,1829,0.7061487107944414,13.584348871245957,333.17412864746865,41709,5.904169363926251,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.185,246257,0.92506241803784,0.8737004639517783
0.01,0.0028,246245,1853,0.706114300464869,13.943872971983415,333.17412864746865,53027,4.643766383163294,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.1399999999999999,246245,0.9012109217828743,0.8851650955181221
0.01,0.0019,233423,1857,0.6693468633166607,14.773389940088279,333.17412864746865,73272,3.185705317174364,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.095,233423,0.8506084700439852,0.887075867445846
0.01,0.001,246791,2289,0.7076799704604174,21.230599981274718,333.17412864746865,120583,2.046648366685188,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.05,246791,0.5918989866225791,1.093439235640033
0.01,0.0001,188829,5321,0.5414723435703497,149.94010983403004,333.17412864746865,424158,0.4451855204900061,Hybrid / Transition,snowflake_Alpha2.50_Gamma0.0100.mp4,-10.04,0.005,188829,0.0838092664344584,2.5418043568547906
