Frame,Alpha,Gamma,Temperature,Supersaturation,Area,Radius,Perimeter,dA_dt,dR_dt,dP_dt
1,0.3,0.01,-11.2,0.5,1,0.0,1,1,0.0,1
2,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
3,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
4,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
5,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
6,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
7,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
8,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
9,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
10,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
11,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
12,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
13,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
14,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
15,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
16,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
17,0.3,0.01,-11.2,0.5,1,0.0,1,0,0.0,0
18,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,6,1.4142135623730951,5
19,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
20,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
21,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
22,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
23,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
24,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
25,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
26,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
27,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
28,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
29,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
30,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
31,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
32,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
33,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
34,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
35,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
36,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
37,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
38,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
39,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
40,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
41,0.3,0.01,-11.2,0.5,7,1.4142135623730951,6,0,0.0,0
42,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,6,0.8218544151266947,5
43,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
44,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
45,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
46,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
47,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
48,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
49,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
50,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
51,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
52,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
53,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
54,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
55,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
56,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
57,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
58,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
59,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
60,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
61,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
62,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
63,0.3,0.01,-11.2,0.5,13,2.23606797749979,11,0,0.0,0
64,0.3,0.01,-11.2,0.5,19,2.23606797749979,12,6,0.0,1
65,0.3,0.01,-11.2,0.5,19,2.23606797749979,12,0,0.0,0
66,0.3,0.01,-11.2,0.5,19,2.23606797749979,12,0,0.0,0
67,0.3,0.01,-11.2,0.5,19,2.23606797749979,12,0,0.0,0
68,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,6,1.3694832979641993,5
69,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
70,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
71,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
72,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
73,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
74,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
75,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
76,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
77,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
78,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
79,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
80,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
81,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
82,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
83,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
84,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
85,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
86,0.3,0.01,-11.2,0.5,25,3.605551275463989,17,0,0.0,0
87,0.3,0.01,-11.2,0.5,37,3.605551275463989,18,12,0.0,1
88,0.3,0.01,-11.2,0.5,37,3.605551275463989,18,0,0.0,0
89,0.3,0.01,-11.2,0.5,37,3.605551275463989,18,0,0.0,0
90,0.3,0.01,-11.2,0.5,37,3.605551275463989,18,0,0.0,0
