Frame,Alpha,Gamma,Temperature,Supersaturation,Area,Radius,Perimeter,dA_dt,dR_dt,dP_dt
1,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,1,0.0,1
2,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
3,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
4,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
5,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
6,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
7,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
8,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
9,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
10,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
11,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
12,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
13,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
14,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
15,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
16,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
17,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
18,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
19,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
20,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
21,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
22,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
23,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
24,0.03,0.0028,-10.12,0.13999999999999999,1,0.0,1,0,0.0,0
